True_Label,Predicted_Label,Prediction_Probability
1,0,0.45028167699042376
1,1,0.9246536244652601
0,0,0.22506245759259486
1,1,0.9313724544494638
0,1,0.7275784834565602
1,1,0.9618840349466458
1,1,0.8786477590291604
0,0,0.327294041157733
0,0,0.2673287377962259
1,1,0.8057722262520028
1,1,0.9808939861244168
1,1,0.9002021761637314
0,0,0.2943993720558708
1,0,0.29836330586621207
1,1,0.5881284666712197
1,1,0.7880310638316177
1,1,0.9020420219043306
0,0,0.40024593123669955
1,1,0.7190996738124454
0,0,0.20616736698902263
0,0,0.21998607922994146
0,0,-0.07540167964571595
1,0,0.35998142883855005
1,0,0.4915957591532412
0,1,0.5605322420636846
0,1,0.7433897473224766
1,0,0.20987700096022582
1,1,0.7651237446510092
1,1,0.46894937285324545
1,1,1.0234296102123408
0,0,0.05984639762694462
1,1,0.8464693770578456
1,1,1.021380945833974
1,0,0.33009134848057037
1,1,0.5370782212964282
0,1,0.6128466862925733
1,1,0.6984000929868268
1,0,0.3994416462829823
0,0,0.2742275043877646
1,1,0.9916031155809506
1,1,0.957143664469491
1,1,0.9409931210483217
1,1,0.8760030840115307
0,1,0.5485971690940586
1,1,0.8835759521441838
1,1,0.9976698522596159
1,1,0.5686471905034342
0,1,0.5799669225436525
1,1,0.7393649340654926
0,0,0.2811156954264691
1,1,0.5248611252944627
0,0,0.437884877833969
1,1,0.5912323594913671
0,1,0.6334241913136162
1,1,1.104191309719008
0,1,0.9346459226519649
0,0,0.3653193064938568
1,1,0.8261431729927409
1,1,0.591933022584252
1,1,0.6817562777050199
1,1,0.7374624171886289
1,0,0.46462457415916625
1,1,0.8224399768624326
1,1,0.8925217103799827
1,1,0.89630663468267
1,0,-0.03364025171616995
0,1,0.6657010177215612
0,0,0.18782950653864466
0,1,0.664555396809106
1,1,0.7008855984528901
0,1,0.8242788045000344
1,1,0.8895034027809536
1,1,0.7393215474031631
0,1,0.73695109849495
0,0,0.28834652090009116
1,1,0.7220706600892066
0,0,0.28878065521614416
1,1,0.886697016001982
0,0,0.41291399269249496
1,1,0.9204111576258562
1,1,0.8919155464119803
1,1,0.6932801127541638
0,0,0.2036299495393456
1,1,0.8883763748534526
1,1,0.5596046348105055
0,1,0.8776781792908
1,0,0.41455736764389683
1,0,0.41057823104619084
1,1,0.9590101097101702
1,1,0.7965095052823434
1,1,0.6309490852862993
0,1,0.6396145834868874
1,1,0.7093464495299808
1,1,0.9429543137412326
1,1,0.7445389433858065
1,1,0.8897224590780362
0,0,0.23620583452771146
0,0,0.43983768280282787
1,1,0.6830565575244858
1,1,0.4952790057155506
0,1,0.7870312517570845
1,1,0.6862871447536587
0,1,0.8028368445329092
1,1,0.690221889299899
0,0,0.47061432865922503
1,1,0.9355815490077521
0,1,0.5348803739730663
1,1,0.967641509136158
1,1,1.0626955131642828
1,1,0.6187373153943815
1,1,0.6594915912463523
0,0,0.12416602326412604
0,0,0.14117817032479746
1,0,0.39944164628298223
0,0,0.08880589397865958
0,1,0.6779756555308689
1,1,0.5651048047555446
1,1,0.7255577805431348
1,1,0.8514508513597983
1,1,0.5191765021610866
1,1,0.7836406565733336
1,1,0.8878259880692561
1,1,1.0247669781459028
1,1,0.8257070486440306
1,1,0.8574796359165422
0,1,0.5418086879705842
1,1,1.0684584581471857
1,1,0.8707890581062021
1,1,0.5642196238782887
0,0,0.3437315393613452
0,0,0.15122761833504028
1,1,0.722084935998547
0,0,0.4167755405195576
1,0,0.2672435628990854
1,0,0.2273992762217079
0,1,0.7730300615154331
0,0,0.2776005545108857
1,1,1.0086975165796401
1,1,0.6814246290837451
1,1,0.9134120224778611
1,1,0.705958490473503
0,0,0.4765914961672954
0,1,0.6686985974901571
1,0,0.2832646477114788
0,0,0.3491975249820632
0,1,0.7194403947995535
1,1,0.5461148989147109
0,0,0.2592679728534104
1,1,0.5031397096966214
0,0,0.4083310009885143
1,1,0.8112140656026732
1,0,0.28092794236407514
1,1,0.8375578201099678
1,0,0.26028892060252634
1,0,0.44931612599771853
0,0,0.21045996009090406
1,1,0.5681422161221557
0,1,0.537207816244242
0,0,0.24701768853717904
1,1,0.767192920782224
1,1,0.7321690134228183
1,1,0.6368349211626099
1,1,0.6636692904407806
0,0,0.2985597920527021
1,1,0.88770744912679
1,1,1.1311936731883754
0,1,0.6501359749450563
1,1,0.8503880238369887
1,1,0.637736513677124
1,0,0.3850726328112454
0,0,0.3358637475385653
1,1,1.0282870351762594
1,1,0.9802096640166639
0,1,0.5812420891261431
1,1,1.0168233317027218
1,1,0.7974076631299439
1,1,1.0101171728697855
0,0,0.06661411621606542
1,0,0.4528001784158803
0,0,0.3244273718857076
0,0,0.0773472233503121
1,1,0.8038025541612495
0,1,0.6348566227602974
1,1,0.7788706565615694
1,0,0.4511310624453001
1,1,1.015673437536162
0,1,0.7089219768060382
1,1,0.8580501082117695
0,1,0.7798922067154379
0,1,0.7063515546208465
1,1,0.62108434721175
1,0,0.20987700096022577
1,1,1.099716847256381
1,1,0.7256581272666406
1,1,1.063425483327754
1,1,0.7683642455838032
1,1,0.9322158623909008
0,0,0.5259882056605154
1,1,0.5244249809484156
1,1,0.96298052316636
1,0,0.4280616853734302
0,0,0.2750676958003863
1,1,0.9034189819828669
0,0,0.35863568619558295
1,1,0.6765456625508529
1,1,0.6080239234256628
0,0,0.2481300674380559
0,1,0.5468669561872629
1,1,0.8830509783680419
0,0,0.4804445839087661
1,0,0.18593507279117602
1,1,0.9892308455799952
1,1,0.7138977885391667
1,1,0.6082369163314681
1,1,0.9125703082426135
1,1,0.9159841922407524
0,0,0.12753189391223665
1,1,0.5914067592436125
1,1,1.099716847256381
1,1,0.8738242340510916
0,1,0.6367013503729856
1,1,0.5454163590020331
1,1,0.8083720582120953
0,0,0.2362513540569781
1,1,1.0422547019416957
1,1,0.8357158996671341
1,1,0.9395329562075506
0,0,0.1088819408678168
1,1,0.82688132333199
1,1,1.0507814329641127
0,0,0.4499130997633192
1,1,0.5256184323220456
0,0,0.17293572166560164
1,1,0.8797328656961533
0,1,0.5615442509324382
1,0,0.19484923650244468
0,0,-0.270596416581895
0,1,0.8986720564707976
1,0,0.44324359847344336
0,0,0.44247754020514896
0,0,0.2886345270584695
0,0,0.020179081538262162
1,1,0.8082985683409586
0,1,0.6233636694038174
0,0,0.20819704250295232
1,1,0.572881057970056
0,0,0.10395474148779382
0,0,0.29956020640439457
0,1,0.6514201828602698
0,0,0.14883071957977362
1,1,0.5070952677279592
1,1,0.8183587174668672
1,1,0.7119361658668766
0,0,0.37574421469544883
1,1,0.8257564301604414
0,0,0.44672126899159875
1,1,0.8424899809095392
1,1,1.1298660209229148
0,0,0.24242427302452096
1,1,0.7096388270266385
0,0,0.37859407958813623
1,1,0.8633607516367962
1,1,0.8992061392954878
1,1,0.7275740069064882
0,0,0.4759893759855691
1,1,0.9759126399301319
1,1,0.701185298426316
1,1,0.8521882606059663
1,1,0.7067156706774139
0,0,0.4620615322250023
1,1,0.9895983478835781
0,1,0.6381741616374644
1,1,0.7096388270266385
1,1,0.7336139475332251
1,1,0.5205594372405418
1,1,0.5665541895475876
1,1,0.7733028700955116
0,1,0.6191568066787064
0,1,0.6429363039477357
0,1,0.5359276007803219
1,1,0.7644410023718733
0,0,0.3565001588716957
1,1,0.8589702563090904
1,1,0.9062987031216527
1,1,0.6027750338747879
0,1,0.5315610081816362
0,0,0.0793916684764727
1,0,0.2879305541841141
1,1,0.7200821077781034
0,1,0.5240533351408277
1,1,1.026476932071374
1,1,1.0404055557720775
1,1,0.8093986818892549
0,1,0.5376477331118418
0,0,0.03890079015911676
0,0,0.24198352004209842
0,1,0.7482077868060468
0,0,0.450541855837532
0,1,0.6128466862925733
1,1,0.8102327598178937
1,1,1.0644855517310017
1,1,0.7907923462764507
1,1,1.0131763436904453
1,1,0.7836406565733335
0,0,0.46226017020863786
0,1,0.5010329758477704
1,1,0.9135028749556182
1,1,0.5951536187083677
1,0,0.2770661496575767
1,1,0.6338437643927979
1,1,0.6718840174082497
0,1,0.5909070140080237
1,1,0.7251455647596412
1,1,0.8318249228148943
1,1,0.6426591534146298
1,0,0.3198270710414687
0,1,0.8401130405174213
1,1,0.7769147072200425
1,1,0.757238569252596
1,0,0.4267511359310854
1,1,0.865617971810094
0,0,0.4903609631112166
1,1,0.6048192271152393
1,1,0.8676292560689811
0,0,-0.01881583632341478
0,1,0.49681300140656387
1,1,1.036181116320724
1,1,0.8368131812577886
1,1,0.7810018716828828
1,1,0.5931653233693668
1,1,0.9687926837615137
0,1,0.6582354622131386
1,1,0.6405168708221398
1,1,0.738164150239999
0,0,0.41866120531150974
0,1,0.5485971690940585
1,0,0.4258114692315108
0,0,0.49326001208249276
0,1,0.781760812558508
1,1,0.7607625093162337
1,1,0.7286875233334678
1,1,0.7958437943475467
1,1,0.8132134314564474
0,0,0.2739942889380361
0,1,0.5353664818189628
1,1,0.7208711766659835
1,1,0.9652903390720489
0,1,0.5848226111140089
1,1,0.9260481260791307
0,0,0.31619399076271437
0,1,0.6756655887557177
1,1,0.9078026239715185
0,1,0.5599321381808448
0,1,0.8596715574768681
0,0,0.23705725845896602
0,0,0.05928663146808859
0,0,0.2071048894352127
1,0,0.49281123163579094
1,1,0.7152861590992823
0,0,0.37105892296193516
1,1,0.7039702774727166
0,0,0.40229978869010263
1,0,0.3442816822854621
0,1,0.6367756461343812
0,1,0.8466526842609794
1,1,0.6410458585870329
1,0,0.36764959634643063
1,1,0.9286877202831999
1,1,0.7057478708868159
1,1,0.7240242980139888
0,0,0.24871340880795847
1,1,0.6011992126010035
0,0,0.41743379833730854
1,1,0.5560726194337215
1,0,0.3759698812662834
1,1,0.7781682763224351
1,1,0.9155518730198795
0,0,0.43613319598861366
1,1,0.8401438063389361
0,1,0.5376477331118418
1,1,0.758748294359335
0,0,0.1833462697269975
1,0,0.15318984824014872
1,1,0.6081195568272395
0,1,1.1360254092962474
0,0,-0.05579116055284463
1,0,0.19937707752148007
1,1,0.5033925699816509
1,1,0.8041623000651908
0,0,0.47354626390285304
1,1,0.9419144205675497
1,1,0.9587579298777639
0,0,0.4002459312366996
1,1,0.7915982186653678
1,1,0.9049305964613534
0,0,0.3919876205289686
0,0,0.280810127495774
1,1,0.7737947590983322
1,1,1.0719320528926828
0,0,0.31152942716408794
0,0,0.2426503554265571
1,1,0.8475015320201054
1,0,0.4579327499667277
1,1,0.6659365931166367
1,1,0.9450148787459852
0,0,0.42614500873176275
1,1,0.9886253866717519
1,1,0.568883572725408
1,1,0.8429794503224122
0,0,0.37975530559270587
1,1,0.9827630452905776
0,0,0.31619399076271437
0,0,0.14789206799183635
0,1,0.538273483608483
0,1,0.6542346472242648
1,1,1.032049053810066
0,0,0.19618532206752684
1,1,1.0118761467858406
1,1,0.8203487338884639
1,1,0.5740991472753698
0,1,0.7891483089831187
1,1,0.9915866347141364
1,0,0.21356985712511864
1,0,0.2522112701552321
0,1,0.6401054175071941
1,1,1.0903137057288284
1,1,0.5938571350153339
1,1,0.8360390144070206
0,1,0.918415098258351
1,1,0.5500420191508092
1,0,0.4055098395444876
1,1,0.8070312107274946
1,1,0.9097453695221512
1,1,0.9504431668183804
0,0,0.37068373049358455
1,1,0.8850410876870791
1,1,1.023264401229802
1,0,0.06372815757338952
1,1,0.7084405031512933
1,1,0.9409931210483217
0,0,0.2716832858831568
1,1,0.5192821170630604
0,0,0.2566106764844354
1,1,0.9013773042747275
1,1,0.9155174636276582
0,1,0.755976932189226
0,1,0.9348491511585462
1,0,0.36213019813256975
1,1,0.7734074705817795
1,1,0.9911097645859517
1,0,0.4133494692752476
1,1,0.832533502811328
1,1,0.733239007663904
1,1,0.9611233827402268
1,1,1.0053093511111129
1,1,0.8866356294264772
1,1,0.7647915561628047
0,0,0.4220476221363967
1,1,0.8174785819253415
1,1,0.9331941974414434
0,0,0.4065682033299381
1,1,0.9555258637635559
1,1,0.8164170840834206
1,1,0.6338437643927977
1,1,0.717372125353592
1,1,0.9905754766199684
1,1,0.6181971670071589
1,0,0.3929553344563034
0,0,0.05778214383340585
1,1,0.8480277873144966
0,1,0.5679158462924306
1,1,0.8528051842215378
0,0,0.21092893260453233
1,1,0.8470462258371093
1,1,0.6313764973332069
0,0,0.1261692621011825
1,0,0.3879189405454583
1,1,0.5961066324765099
1,1,0.8037517357875604
0,0,0.40193546084044457
0,0,0.49517603791477904
1,1,0.6057932832235295
0,0,0.4709761406086915
1,1,0.7652297280893734
1,1,0.8972381216882358
1,1,0.6590456303598425
1,1,0.9008462765517178
1,1,0.9494190771893466
0,1,0.7811133754350663
0,0,0.4926240473138807
0,1,0.6091386657727472
1,1,0.7979830240000514
1,1,1.0514114892493456
1,1,0.8523125411113561
0,0,0.4775024431542988
0,0,0.37975530559270587
0,0,0.46876985076576244
1,1,0.9432058190252276
0,1,0.5182422693719392
0,1,0.7175552532326994
0,0,0.43177026563012655
1,1,1.012163852857345
1,1,0.8332858016948546
0,0,-0.0734360174949216
0,1,0.5633767502854365
0,0,0.3470156118423243
0,0,0.31874846610295426
0,0,0.18488666054547936
1,1,0.8947876035629891
1,1,0.7787358967559109
1,1,0.8221007350486979
1,1,0.866928805511118
1,0,0.3316855068665171
1,1,1.0303624267529146
1,1,0.9495184527189668
1,1,0.6315084114872744
1,1,0.5439972251353923
1,0,0.39980893701374554
0,1,0.6280967224167904
1,1,0.8593240521171668
0,1,0.9196110535682033
1,1,0.8048644844632415
1,1,1.074599283286672
1,1,0.9602052480706753
0,0,0.46269511107362254
1,1,0.8214458240532115
0,0,0.4573153086109838
1,1,0.6939564179694158
1,1,0.792737999686417
0,0,0.42669802921357797
0,0,0.542654086989226
1,1,0.803527561470538
1,1,0.8733307749846743
1,1,0.7208900728578513
1,0,0.3709007882477899
0,1,1.0319523118427323
1,1,0.749586379070628
1,1,0.6504067871335522
1,1,0.8999280469715913
1,1,0.5991783434177089
0,1,0.6705068741904983
1,1,0.7562605163220738
1,1,0.8758979228241925
1,1,1.0056794833106708
1,1,0.8845787144019195
1,1,0.9855657787276014
0,0,0.07658440699309929
0,1,0.694429025005652
1,0,0.35289270761737457
1,0,0.45464137280244044
1,1,0.983701543513034
1,1,0.7592187577502034
1,1,0.79971140390426
1,1,0.6889981995326322
1,1,0.8782818710319811
0,0,0.19611421015011962
0,0,0.2419835200420984
0,0,0.4890160675281888
0,0,0.4852795792334959
1,1,0.9575256629379417
1,0,0.4465369903238061
1,1,0.8081528921356712
0,0,0.18049582698900674
0,1,0.7063515546208463
1,1,0.9287796717170232
1,1,0.8711633863200939
1,1,0.9174750214907
0,1,0.8672604040824197
0,1,0.5589783645312384
0,0,0.4559687635922501
0,1,0.5402257267032597
1,1,0.9782793301071824
1,1,0.8437512018443087
0,1,0.529870807979286
0,1,0.5399228729484838
1,1,0.6982742041029982
1,0,0.4515453941409655
1,1,0.7863416799465941
1,0,0.46598830972993266
0,1,0.6328220289089117
0,0,0.3907140083170616
1,1,0.9555882889389977
1,1,0.698284540555355
1,1,0.7429552054272859
0,1,0.5471587935176003
1,1,0.9684874256381193
1,0,0.32619498891553744
1,1,0.8729753195099288
0,0,0.3339625481776622
1,0,0.38939757129867675
1,1,0.8506767846007797
1,1,0.8495940354397522
1,0,0.21828175156801208
1,1,0.7314179327880315
1,1,0.949624229815256
0,0,0.14397304744834144
1,1,0.49307773111662667
0,1,0.7509275615467644
0,1,0.5446311757532649
1,1,0.7107031657838874
1,1,0.6075660776451336
0,1,1.0614607159208318
1,1,0.6801941020344653
1,1,1.020383989790193
1,1,0.6219283568436993
0,1,0.7491335205219708
1,1,0.76970277618621
0,0,0.29340835090681167
1,1,1.0276122199764721
1,0,0.44168998905953105
0,0,0.3300718164206809
1,0,0.38765129152921757
1,1,0.8364054640241456
1,1,0.8603230387775943
1,1,1.0489202920793037
0,0,0.1852953868032164
1,1,0.7266638909994381
0,0,0.5120414795280078
1,1,0.958284912640441
1,1,0.627897316156423
1,1,0.9578711856152541
1,1,0.8597065206288026
0,0,0.25406174432007084
1,1,0.5906858760319668
0,1,0.7418988506310731
1,1,0.951667499189193
1,1,0.6842804460480997
0,1,0.5217622329184016
0,0,0.37064002051457323
1,1,0.9940008192991787
0,0,-0.034145659158004396
0,0,0.37281261379507413
0,0,0.22696456326345768
1,1,0.647366923299264
0,0,0.4571028707727384
0,0,0.3932535707267304
0,1,0.6796512071800193
0,1,0.8333338929502572
0,1,0.4715731392037039
1,1,0.7924455733747203
0,0,0.06761877721131056
0,1,0.6686607197238399
1,1,0.8130679827481918
1,1,0.502960882675773
1,1,0.7251455647596411
1,1,1.0192928349891965
1,0,0.37272084478371437
1,1,0.6665543455539877
1,1,0.8831368062869128
0,0,0.2886345270584695
0,0,0.41049196182599273
0,0,0.3643729909086466
1,1,0.8786205490610437
1,1,0.6276077858452658
1,1,0.8504556411185131
0,0,0.47895611211734945
0,0,0.30663990741805647
1,1,1.043885949580477
0,1,0.48307699159634765
1,1,0.7108637354132555
0,0,0.18966470426301815
1,0,0.44210565169831406
1,0,0.22388218503274424
1,1,0.5076437193878198
1,1,0.8253392164559192
1,1,0.5610838041764248
0,1,0.7093613860787904
1,1,0.5259833435577939
0,0,0.32570157859833315
1,0,0.2587344310063694
1,1,0.9429695893673948
1,1,0.981960874888544
0,1,0.5847286971157881
1,0,0.18497711833654867
0,0,0.25575606702308235
1,1,1.0183115090591301
0,0,0.15719696712603065
0,0,0.03902811565536786
1,1,0.8158033255541453
1,1,0.8792929860576091
0,0,0.3498612217065574
0,1,0.5864942458047654
1,1,0.5049667436354687
1,1,0.7907923462764508
1,0,0.3417065467744136
0,0,0.42769017552645333
0,1,0.5312692333747991
1,1,0.7892801650258401
1,0,0.45970864871419526
0,1,0.6222670847060121
1,0,0.34044332584178394
0,1,0.7291196553490702
1,1,0.8452373618300818
1,1,0.9672532696153967
0,0,0.4735319330995516
0,1,0.7583233237575308
1,0,0.34486688515209696
1,1,0.6974476927425152
1,1,0.741658947196681
1,1,0.936426013926061
0,0,0.29688109667131013
1,1,0.5083682822690279
0,0,0.45362672988150693
1,1,0.6533655814204482
1,1,0.7306544608614708
0,1,0.6969200970119067
1,1,0.6215588546877225
0,0,0.5206362803940751
0,0,0.23007809691418984
1,1,0.6427839028800773
1,1,0.8003761324071581
0,0,0.27564445264081083
1,1,1.0016840028609308
0,0,0.37574421469544883
1,1,0.7918313079988472
1,0,0.4132902490992545
0,1,0.7040239476729014
1,1,0.6131624983532682
1,1,1.045106149872001
1,1,0.9895021664129215
1,1,0.6380190877511649
0,1,0.565266838317158
1,1,0.5562244769096159
0,0,0.1753201298006836
1,1,1.0176640529213898
1,1,0.931359308284398
1,1,0.7808952626732395
1,1,0.7679065210182789
1,1,0.955358886497595
1,1,0.8769446625737775
0,0,0.01569568088074798
1,1,0.6017235529245182
1,1,0.6732258114088978
0,1,0.5538813748422579
1,1,1.0261952607273817
0,1,0.7703035292444451
1,1,0.7359786016060545
1,1,0.9214340417002086
1,1,0.8786477590291604
0,0,0.21111575758937642
1,1,0.9028619358357574
1,1,0.9059689660247446
0,0,0.26120395411965297
0,1,0.7642602502387785
1,1,0.9459919485272099
1,1,0.5313972667253027
1,1,0.9260642168708892
1,0,0.4461902795787367
0,0,0.12009863028514942
1,1,0.6553349942953434
0,0,0.1060971569859444
0,0,0.28550214686826464
0,0,0.38310515160479175
1,1,0.8688017172452286
1,1,0.9254511353085111
0,0,0.04609533033237721
1,1,1.1178884869951784
1,1,0.8947958758570056
1,1,0.7592187577502035
1,1,0.9590984896855443
0,0,0.5496323511752007
1,1,1.0914762886158451
1,1,0.7756332424190411
0,0,0.23909983911765287
1,1,0.8200560388041488
0,1,0.5042528950960433
1,1,0.7592436378135572
0,0,0.3293233317092433
1,1,0.9874374495552385
1,1,0.9971440731099126
1,0,0.4410020997692989
1,1,0.7374624171886288
1,1,1.0022760315449566
0,1,0.5478145870558631
1,1,0.9035260041513407
1,1,0.85201939736619
1,1,0.8021885500412227
0,0,0.4718385701730369
1,1,0.8460074202821165
1,1,0.9803569686399289
1,1,0.9279821596495523
1,1,0.8670439470522945
1,1,0.9347568863185088
1,1,0.5199372044297044
1,1,0.9874729522949195
1,0,0.47680294978847326
1,1,0.5965623931008994
0,0,0.47860545994907955
1,1,0.5165543819394991
0,1,0.6342130210176555
1,1,0.7143972879706885
1,1,0.8931552005981007
1,0,0.4344741495361367
0,0,0.2922248064186239
1,1,0.8924977548458457
0,0,0.4779045398569714
1,1,0.8931459406070456
0,0,-0.08569644340054802
1,1,0.8161133214275365
0,1,0.7506052561963348
0,1,0.5599321381808448
1,1,1.037678527738234
0,0,0.17520542018095847
1,0,0.38438913831507227
1,1,0.8827296423518158
1,1,0.5789019128278755
1,1,0.8677702509654026
1,1,0.9487413455388864
0,1,0.7715961498221476
0,1,0.9323683279923592
1,1,0.8825022292001853
1,1,0.8924947338082829
1,1,0.6872086234117745
0,1,0.5481439810522512
0,1,0.790763542882938
1,1,0.7729719550951906
1,1,0.9349725590844116
1,1,1.0775181595312509
1,1,1.0022868289999083
0,0,0.4174661413663584
1,1,0.7970582865901854
1,1,0.8523184312235891
1,1,0.915346016463103
1,0,0.293476278264589
0,0,0.03212734791583206
1,1,0.5679941490520118
1,1,0.8753293168172217
1,0,0.47806479612744857
1,1,0.5778506489409688
0,1,0.5576361961306439
1,1,0.7917402045970329
1,1,0.7286875233334678
1,1,0.9001594080748486
1,1,1.063522994166786
0,0,0.15823767282397241
1,1,0.8801452968678529
1,1,0.8591867852486074
0,0,0.3871489284759269
0,1,0.6350130513601984
1,1,0.8057603023722668
1,0,0.28326464771147875
1,1,0.7865712314035818
0,0,0.25844017417677045
1,1,1.0171967214355702
1,1,0.914488059747506
1,1,0.6363551091710618
0,0,0.3373147868136216
0,0,0.13534029746402712
0,1,0.6522192096664419
1,1,0.6067778567310238
1,0,0.23636913498200002
1,1,1.089228931677539
0,1,0.537657845935392
1,1,0.6558401715909142
1,0,0.3095006752088615
0,1,0.6867471786945731
1,1,0.8442742949029565
